"Sample_name","species","totalReads"
"MiFish.0222.5Sqm.Up.2.1","Rana catesbeiana",982
"MiFish.0222.5Sqm.Up.2.1","Canis latrans",864
"MiFish.0222.5Sqm.Up.2.1","Lithobates catesbeianus",593
"MiFish.0222.5Sqm.Up.2.1","Melospiza melodia",37
"MiFish.0222.5Sqm.Up.3.1","Oncorhynchus clarkii",66822
"MiFish.0222.5Sqm.Up.3.1","Pimephales promelas",59335
"MiFish.0222.5Sqm.Up.3.1","Ameiurus nebulosus",4128
"MiFish.0222.5Sqm.Up.3.1","Bos taurus",3468
"MiFish.0222.5Sqm.Up.3.1","Lampetra ayresii",11539
"MiFish.0222.5Sqm.Up.3.1","Oncorhynchus mykiss",7942
"MiFish.0222.5Sqm.Up.3.1","Rana catesbeiana",465
"MiFish.0222.5Sqm.Up.3.1","Lithobates clamitans",672
"MiFish.0222.5Sqm.Up.3.1","Lithobates catesbeianus",320
"MiFish.Kangaroo.Run10","Osphranter rufus",232216
"MiFish.Kangaroo.Run10","Macropus giganteus",1234
"MiFish.Kangaroo.Run10","Osphranter robustus",182
"MiFish.1221.1Prt.Dn.2.1","Oncorhynchus clarkii",3787
"MiFish.1221.1Prt.Dn.2.1","Oncorhynchus kisutch",69882
"MiFish.1221.1Prt.Dn.2.1","Homo sapiens",9
"MiFish.1221.1Prt.Dn.2.1","Didelphis virginiana",215
"MiFish.1221.1Prt.Dn.2.1","Castor canadensis",53
"MiFish.1221.1Prt.Dn.3.1","Oncorhynchus clarkii",7315
"MiFish.1221.1Prt.Dn.3.1","Oncorhynchus kisutch",71456
"MiFish.1221.1Prt.Dn.3.1","Lampetra ayresii",3590
"MiFish.1221.1Prt.Dn.3.1","Homo sapiens",28
"MiFish.1221.1Prt.Dn.3.1","Castor canadensis",384
"MiFish.1221.1Prt.Dn.3.1","Rattus rattus",89
"MiFish.1221.1Prt.Up.1.1","Oncorhynchus clarkii",2256
"MiFish.1221.1Prt.Up.1.1","Oncorhynchus kisutch",45639
"MiFish.1221.1Prt.Up.1.1","Lampetra ayresii",1743
"MiFish.1221.1Prt.Up.1.1","Rana catesbeiana",23
"MiFish.1221.1Prt.Up.1.1","Castor canadensis",46
"MiFish.1221.1Prt.Up.1.1","Didelphis virginiana",4
"MiFish.1221.1Prt.Up.2.1","Oncorhynchus clarkii",9392
"MiFish.1221.1Prt.Up.2.1","Oncorhynchus kisutch",60912
"MiFish.1221.1Prt.Up.2.1","Castor canadensis",443
"MiFish.1221.1Prt.Up.2.1","Rattus rattus",4
"MiFish.1221.2Brn.Dn.1.1","Oncorhynchus clarkii",1071
"MiFish.1221.2Brn.Dn.1.1","Dicamptodon tenebrosus",28650
"MiFish.1221.2Brn.Dn.1.1","Corvus corax",2553
"MiFish.1221.2Brn.Dn.1.1","Ensatina eschscholtzii",565
"MiFish.1221.2Brn.Dn.1.1","Homo sapiens",207
"MiFish.1221.2Brn.Dn.1.1","Procyon lotor",8
"MiFish.1221.2Brn.Dn.1.1","Aplodontia rufa",42
"MiFish.1221.2Brn.Dn.3.1","Dicamptodon tenebrosus",4625
"MiFish.1221.2Brn.Dn.3.1","Bos taurus",5454
"MiFish.1221.2Brn.Dn.3.1","Ascaphus truei",10575
"MiFish.1221.2Brn.Dn.3.1","Rattus rattus",783
"MiFish.1221.2Brn.Dn.3.1","Procyon lotor",121
"MiFish.1221.2Brn.Up.3.1","Dicamptodon tenebrosus",9941
"MiFish.1221.2Brn.Up.3.1","Ensatina eschscholtzii",102
"MiFish.1221.3Chk.Dn.1.1","Oncorhynchus clarkii",858
"MiFish.1221.3Chk.Dn.1.1","Dicamptodon tenebrosus",277
"MiFish.1221.3Chk.Dn.1.1","Homo sapiens",16
"MiFish.1221.3Chk.Dn.1.1","Didelphis virginiana",89
"MiFish.1221.3Chk.Dn.2.1","Oncorhynchus clarkii",15525
"MiFish.1221.3Chk.Dn.2.1","Dicamptodon tenebrosus",1688
"MiFish.1221.3Chk.Dn.2.1","Didelphis virginiana",2031
"MiFish.1221.3Chk.Dn.2.1","Bucephala albeola",45
"MiFish.1221.3Chk.Dn.2.1","Catharus guttatus",26
"MiFish.1221.3Chk.Up.1.1","Oncorhynchus clarkii",863
"MiFish.1221.3Chk.Up.1.1","Dicamptodon tenebrosus",17364
"MiFish.1221.3Chk.Up.1.1","Oncorhynchus mykiss",1395
"MiFish.1221.3Chk.Up.2.1","Oncorhynchus clarkii",4015
"MiFish.1221.3Chk.Up.2.1","Dicamptodon tenebrosus",476
"MiFish.1221.3Chk.Up.2.1","Didelphis virginiana",28
"MiFish.1221.3Chk.Up.2.1","Rattus sp. NH 2147",33
"MiFish.1221.4Pad.Dn.1.1","Oncorhynchus clarkii",8522
"MiFish.1221.4Pad.Dn.1.1","Perca flavescens",5975
"MiFish.1221.4Pad.Dn.1.1","Oncorhynchus kisutch",10669
"MiFish.1221.4Pad.Dn.1.1","Cottus asper",10112
"MiFish.1221.4Pad.Dn.1.1","Lepomis gibbosus",5314
"MiFish.1221.4Pad.Dn.1.1","Oncorhynchus mykiss",4024
"MiFish.1221.4Pad.Dn.1.1","Bos taurus",1294
"MiFish.1221.4Pad.Dn.1.1","Oncorhynchus nerka",733
"MiFish.1221.4Pad.Dn.1.1","Micropterus salmoides",12890
"MiFish.1221.4Pad.Dn.1.1","Homo sapiens",18
"MiFish.1221.4Pad.Dn.1.1","Ensatina eschscholtzii",42
"MiFish.1221.4Pad.Dn.1.1","Sus scrofa",480
"MiFish.1221.4Pad.Dn.1.1","Rattus sp. NH 2147",6
"MiFish.1221.4Pad.Up11.1.1","Oncorhynchus clarkii",5660
"MiFish.1221.4Pad.Up11.1.1","Perca flavescens",2310
"MiFish.1221.4Pad.Up11.1.1","Cottus asper",1830
"MiFish.1221.4Pad.Up11.1.1","Lepomis gibbosus",5577
"MiFish.1221.4Pad.Up11.1.1","Oncorhynchus mykiss",3024
"MiFish.1221.4Pad.Up11.1.1","Oncorhynchus nerka",1340
"MiFish.1221.4Pad.Up11.1.1","Homo sapiens",171
"MiFish.1221.4Pad.Up11.1.1","Ensatina eschscholtzii",455
"MiFish.1221.4Pad.Up11.2.1","Oncorhynchus clarkii",2853
"MiFish.1221.4Pad.Up11.2.1","Perca flavescens",735
"MiFish.1221.4Pad.Up11.2.1","Oncorhynchus kisutch",558
"MiFish.1221.4Pad.Up11.2.1","Cottus asper",7415
"MiFish.1221.4Pad.Up11.2.1","Lepomis gibbosus",2736
"MiFish.1221.4Pad.Up11.2.1","Oncorhynchus mykiss",6740
"MiFish.1221.4Pad.Up11.2.1","Oncorhynchus nerka",658
"MiFish.1221.4Pad.Up11.2.1","Sus scrofa",591
"MiFish.1221.4Pad.Up11.2.1","Canis lupus",4
"MiFish.1221.4Pad.Up11.2.1","Gallus gallus",17
"MiFish.1221.4Pad.Up11.3.1","Oncorhynchus clarkii",11421
"MiFish.1221.4Pad.Up11.3.1","Perca flavescens",1871
"MiFish.1221.4Pad.Up11.3.1","Cottus asper",13580
"MiFish.1221.4Pad.Up11.3.1","Lepomis gibbosus",2256
"MiFish.1221.4Pad.Up11.3.1","Oncorhynchus mykiss",1655
"MiFish.1221.4Pad.Up11.3.1","Oncorhynchus nerka",556
"MiFish.1221.4Pad.Up11.3.1","Micropterus salmoides",463
"MiFish.1221.4Pad.Up11.3.1","Canis lupus",20
"MiFish.1221.4Pad.Up5.1.1","Oncorhynchus clarkii",14557
"MiFish.1221.4Pad.Up5.1.1","Perca flavescens",8380
"MiFish.1221.4Pad.Up5.1.1","Oncorhynchus kisutch",593
"MiFish.1221.4Pad.Up5.1.1","Cottus asper",15678
"MiFish.1221.4Pad.Up5.1.1","Lepomis gibbosus",4499
"MiFish.1221.4Pad.Up5.1.1","Oncorhynchus mykiss",5553
"MiFish.1221.4Pad.Up5.1.1","Oncorhynchus nerka",4854
"MiFish.1221.4Pad.Up5.1.1","Micropterus salmoides",609
"MiFish.1221.4Pad.Up5.1.1","Barbatula barbatula",588
"MiFish.1221.4Pad.Up5.1.1","Canis lupus",10
"MiFish.1221.4Pad.Up5.2.1","Oncorhynchus clarkii",13073
"MiFish.1221.4Pad.Up5.2.1","Perca flavescens",3495
"MiFish.1221.4Pad.Up5.2.1","Cottus asper",38382
"MiFish.1221.4Pad.Up5.2.1","Lepomis gibbosus",25195
"MiFish.1221.4Pad.Up5.2.1","Oncorhynchus mykiss",5724
"MiFish.1221.4Pad.Up5.2.1","Oncorhynchus nerka",12428
"MiFish.1221.4Pad.Up5.2.1","Micropterus salmoides",1496
"MiFish.1221.4Pad.Up5.2.1","Gasterosteus aculeatus",1281
"MiFish.1221.4Pad.Up5.2.1","Melospiza melodia",10
"MiFish.1221.4Pad.Up5.3.1","Oncorhynchus clarkii",6971
"MiFish.1221.4Pad.Up5.3.1","Perca flavescens",12038
"MiFish.1221.4Pad.Up5.3.1","Cottus asper",13791
"MiFish.1221.4Pad.Up5.3.1","Lepomis gibbosus",7353
"MiFish.1221.4Pad.Up5.3.1","Oncorhynchus nerka",10593
"MiFish.1221.4Pad.Up5.3.1","Homo sapiens",27
"MiFish.1221.5Sqm.Dn.1.1","Oncorhynchus clarkii",66957
"MiFish.1221.5Sqm.Dn.1.1","Oncorhynchus kisutch",7899
"MiFish.1221.5Sqm.Dn.1.1","Pimephales promelas",22573
"MiFish.1221.5Sqm.Dn.1.1","Bos taurus",4134
"MiFish.1221.5Sqm.Dn.1.1","Ameiurus nebulosus",6642
"MiFish.1221.5Sqm.Dn.1.1","Homo sapiens",4
"MiFish.1221.5Sqm.Dn.1.1","Rana catesbeiana",136
"MiFish.1221.5Sqm.Dn.1.1","Castor canadensis",435
"MiFish.1221.5Sqm.Dn.1.1","Canis lupus",45
"MiFish.1221.5Sqm.Dn.1.1","Sus scrofa",75
"MiFish.1221.5Sqm.Dn.1.1","Branta canadensis",2
"MiFish.1221.5Sqm.Dn.2.1","Oncorhynchus clarkii",88231
"MiFish.1221.5Sqm.Dn.2.1","Oncorhynchus kisutch",4186
"MiFish.1221.5Sqm.Dn.2.1","Pimephales promelas",10832
"MiFish.1221.5Sqm.Dn.2.1","Oncorhynchus mykiss",752
"MiFish.1221.5Sqm.Dn.2.1","Bos taurus",3380
"MiFish.1221.5Sqm.Dn.2.1","Ameiurus nebulosus",3442
"MiFish.1221.5Sqm.Dn.2.1","Branta canadensis",13
"MiFish.1221.5Sqm.Up.1.1","Oncorhynchus clarkii",46577
"MiFish.1221.5Sqm.Up.1.1","Oncorhynchus kisutch",5221
"MiFish.1221.5Sqm.Up.1.1","Dicamptodon tenebrosus",850
"MiFish.1221.5Sqm.Up.1.1","Pimephales promelas",31325
"MiFish.1221.5Sqm.Up.1.1","Bos taurus",15504
"MiFish.1221.5Sqm.Up.1.1","Ameiurus nebulosus",3912
"MiFish.1221.5Sqm.Up.1.1","Turdus migratorius",4817
"MiFish.1221.5Sqm.Up.1.1","Rana catesbeiana",37
"MiFish.1221.5Sqm.Up.1.1","Castor canadensis",136
"MiFish.1221.5Sqm.Up.1.1","Lithobates catesbeianus",53
"MiFish.1221.2Brn.Up.3.2","Oncorhynchus clarkii",13
"MiFish.1221.2Brn.Up.3.2","Dicamptodon tenebrosus",55981
"MiFish.1221.2Brn.Up.3.2","Aplodontia rufa",3
"MiFish.1221.2Brn.Up.3.3","Oncorhynchus kisutch",1349
"MiFish.1221.2Brn.Up.3.3","Dicamptodon tenebrosus",26330
"MiFish.1221.2Brn.Up.3.3","Aplodontia rufa",13
"MiFish.0122.1Prt.Dn.2.1","Oncorhynchus clarkii",49182
"MiFish.0122.1Prt.Dn.2.1","Oncorhynchus kisutch",26973
"MiFish.0122.1Prt.Dn.2.1","Homo sapiens",91
"MiFish.0122.1Prt.Dn.2.1","Rattus rattus",365
"MiFish.0122.1Prt.Dn.2.1","Ondatra zibethicus",129
"MiFish.0122.1Prt.Dn.2.1","Junco hyemalis",89
"MiFish.0122.1Prt.Dn.2.1","Castor canadensis",5
"MiFish.0122.1Prt.Up.2.1","Oncorhynchus clarkii",33852
"MiFish.0122.1Prt.Up.2.1","Oncorhynchus kisutch",24849
"MiFish.0122.1Prt.Up.2.1","Lampetra ayresii",23591
"MiFish.0122.1Prt.Up.2.1","Oncorhynchus mykiss",6340
"MiFish.0122.1Prt.Up.2.1","Homo sapiens",107
"MiFish.0122.1Prt.Up.2.1","Rana catesbeiana",27
"MiFish.0122.1Prt.Up.2.1","Castor canadensis",749
"MiFish.0122.1Prt.Up.2.1","Canis lupus",161
"MiFish.0122.1Prt.Up.2.1","Gallus gallus",16
"MiFish.0122.2Brn.Dn.1.1","Oncorhynchus clarkii",84042
"MiFish.0122.2Brn.Dn.1.1","Dicamptodon tenebrosus",288
"MiFish.0122.2Brn.Dn.2.1","Oncorhynchus clarkii",89466
"MiFish.0122.2Brn.Dn.2.1","Dicamptodon tenebrosus",1102
"MiFish.0122.2Brn.Dn.2.1","Oncorhynchus mykiss",1312
"MiFish.0122.2Brn.Up.1.1","Dicamptodon tenebrosus",24286
"MiFish.0122.2Brn.Up.1.1","Ascaphus truei",2270
"MiFish.0122.3Chk.Up.1.1","Oncorhynchus clarkii",62714
"MiFish.0122.3Chk.Up.1.1","Dicamptodon tenebrosus",1403
"MiFish.0122.3Chk.Up.1.1","Oncorhynchus mykiss",28433
"MiFish.0122.3Chk.Up.1.1","Canis lupus",1467
"MiFish.0122.3Chk.Up.2.1","Oncorhynchus clarkii",64728
"MiFish.0122.3Chk.Up.2.1","Dicamptodon tenebrosus",465
"MiFish.0122.3Chk.Up.2.1","Oncorhynchus mykiss",26210
"MiFish.0122.3Chk.Up.3.1","Oncorhynchus clarkii",41445
"MiFish.0122.3Chk.Up.3.1","Oncorhynchus kisutch",38081
"MiFish.0122.3Chk.Up.3.1","Lampetra ayresii",6834
"MiFish.0122.3Chk.Up.3.1","Prosopium williamsoni",839
"MiFish.0122.3Chk.Up.3.1","Pipilo maculatus",88
"MiFish.0122.4Pad.Up5.1.1","Oncorhynchus clarkii",118
"MiFish.0122.4Pad.Up5.1.1","Perca flavescens",77911
"MiFish.0122.4Pad.Up5.1.1","Cottus asper",12905
"MiFish.0122.4Pad.Up5.1.1","Lepomis gibbosus",16835
"MiFish.0122.4Pad.Up5.1.1","Oncorhynchus nerka",126
"MiFish.0122.4Pad.Up5.1.1","Gasterosteus aculeatus",125
"MiFish.0122.4Pad.Up5.2.1","Oncorhynchus clarkii",104
"MiFish.0122.4Pad.Up5.2.1","Perca flavescens",79766
"MiFish.0122.4Pad.Up5.2.1","Cottus asper",6522
"MiFish.0122.4Pad.Up5.2.1","Lepomis gibbosus",15542
"MiFish.0122.4Pad.Up5.2.1","Oncorhynchus mykiss",49
"MiFish.0122.4Pad.Up5.2.1","Bos taurus",18
"MiFish.0122.4Pad.Up5.2.1","Micropterus salmoides",241
"MiFish.0122.4Pad.Up5.2.1","Procyon lotor",10
"MiFish.0122.4Pad.Up5.3.1","Oncorhynchus clarkii",520
"MiFish.0122.4Pad.Up5.3.1","Perca flavescens",95046
"MiFish.0122.4Pad.Up5.3.1","Cottus asper",6181
"MiFish.0122.4Pad.Up5.3.1","Lepomis gibbosus",14130
"MiFish.0122.4Pad.Up5.3.1","Oncorhynchus mykiss",1126
"MiFish.0122.4Pad.Up5.3.1","Micropterus salmoides",420
"MiFish.0122.4Pad.Up5.3.1","Phalacrocorax auritus",8
"MiFish.0122.4Pad.Up5.3.1","Oncorhynchus nerka",127
"MiFish.0122.5Sqm.Dn.1.1","Oncorhynchus clarkii",75866
"MiFish.0122.5Sqm.Dn.1.1","Pimephales promelas",5350
"MiFish.0122.5Sqm.Dn.1.1","Oncorhynchus mykiss",2258
"MiFish.0122.5Sqm.Dn.1.1","Bos taurus",2900
"MiFish.0122.5Sqm.Dn.1.1","Ameiurus nebulosus",2275
"MiFish.0122.5Sqm.Dn.1.1","Turdus migratorius",5352
"MiFish.0122.5Sqm.Dn.1.1","Homo sapiens",142
"MiFish.0122.5Sqm.Dn.1.1","Rana catesbeiana",7
"MiFish.0122.5Sqm.Dn.1.1","Castor canadensis",14
"MiFish.0122.5Sqm.Dn.1.1","Sus scrofa",230
"MiFish.0122.5Sqm.Dn.1.1","Branta canadensis",2
"MiFish.0122.5Sqm.Dn.3.1","Oncorhynchus clarkii",51662
"MiFish.0122.5Sqm.Dn.3.1","Pimephales promelas",3198
"MiFish.0122.5Sqm.Dn.3.1","Lampetra ayresii",374
"MiFish.0122.5Sqm.Dn.3.1","Bos taurus",512
"MiFish.0122.5Sqm.Dn.3.1","Ameiurus nebulosus",2689
"MiFish.0122.5Sqm.Dn.3.1","Rana catesbeiana",30
"MiFish.0122.5Sqm.Dn.3.1","Castor canadensis",36
"MiFish.0122.5Sqm.Dn.3.1","Sus scrofa",219
"MiFish.0122.5Sqm.Dn.3.1","Regulus satrapa",413
"MiFish.0122.5Sqm.Up.1.1","Oncorhynchus clarkii",5107
"MiFish.0122.5Sqm.Up.1.1","Pimephales promelas",4812
"MiFish.0122.5Sqm.Up.1.1","Bos taurus",3408
"MiFish.0122.5Sqm.Up.1.1","Ameiurus nebulosus",1367
"MiFish.0122.5Sqm.Up.1.1","Rana catesbeiana",343
"MiFish.0122.5Sqm.Up.1.1","Branta canadensis",94
"MiFish.0222.1Prt.Up.1.1","Oncorhynchus clarkii",27651
"MiFish.0222.1Prt.Up.1.1","Oncorhynchus kisutch",91984
"MiFish.0222.1Prt.Up.1.1","Dicamptodon tenebrosus",691
"MiFish.0222.1Prt.Up.1.1","Lampetra ayresii",14074
"MiFish.0222.1Prt.Up.1.1","Prosopium williamsoni",3738
"MiFish.0222.1Prt.Up.1.1","Homo sapiens",9
"MiFish.0222.1Prt.Up.1.1","Castor canadensis",102
"MiFish.0222.1Prt.Up.3.1","Oncorhynchus clarkii",44273
"MiFish.0222.1Prt.Up.3.1","Oncorhynchus kisutch",108602
"MiFish.0222.1Prt.Up.3.1","Lampetra ayresii",14582
"MiFish.0222.1Prt.Up.3.1","Bos taurus",2544
"MiFish.0222.1Prt.Up.3.1","Prosopium williamsoni",10491
"MiFish.0222.1Prt.Up.3.1","Turdus migratorius",52
"MiFish.0222.1Prt.Up.3.1","Homo sapiens",382
"MiFish.0222.1Prt.Up.3.1","Castor canadensis",332
"MiFish.0222.2Brn.Dn.2.1","Oncorhynchus clarkii",70358
"MiFish.0222.2Brn.Dn.2.1","Dicamptodon tenebrosus",1642
"MiFish.0222.2Brn.Dn.2.1","Oncorhynchus mykiss",5024
"MiFish.0222.2Brn.Dn.2.1","Castor canadensis",576
"MiFish.0222.2Brn.Dn.2.1","Rattus rattus",353
"MiFish.0222.2Brn.Dn.2.1","Canis lupus",402
"MiFish.0222.2Brn.Dn.2.1","Gallus gallus",270
"MiFish.0222.3Chk.Dn.1.1","Oncorhynchus clarkii",29988
"MiFish.0222.3Chk.Dn.1.1","Dicamptodon tenebrosus",2729
"MiFish.0222.3Chk.Dn.1.1","Oncorhynchus mykiss",1557
"MiFish.0222.3Chk.Dn.1.1","Homo sapiens",841
"MiFish.0222.3Chk.Dn.1.1","Bucephala albeola",63
"MiFish.0222.3Chk.Dn.2.1","Oncorhynchus clarkii",52426
"MiFish.0222.3Chk.Dn.2.1","Homo sapiens",1207
"MiFish.0222.3Chk.Dn.2.1","Barbatula barbatula",1410
"MiFish.0222.3Chk.Up.3.1","Oncorhynchus clarkii",10888
"MiFish.0222.3Chk.Up.3.1","Dicamptodon tenebrosus",38725
"MiFish.0222.3Chk.Up.3.1","Homo sapiens",6180
"MiFish.0222.3Chk.Up.3.1","Canis lupus",420
"MiFish.0222.4Pad.Up11.1.1","Oncorhynchus clarkii",2425
"MiFish.0222.4Pad.Up11.1.1","Perca flavescens",40528
"MiFish.0222.4Pad.Up11.1.1","Cottus asper",50853
"MiFish.0222.4Pad.Up11.1.1","Lepomis gibbosus",5176
"MiFish.0222.4Pad.Up11.1.1","Oncorhynchus mykiss",16077
"MiFish.0222.4Pad.Up11.1.1","Oncorhynchus nerka",3439
"MiFish.0222.4Pad.Up11.1.1","Barbatula barbatula",243
"MiFish.0222.4Pad.Up11.1.1","Bucephala albeola",38
"MiFish.0222.4Pad.Up11.1.1","Gallus gallus",24
"MiFish.0222.4Pad.Up11.2.1","Oncorhynchus clarkii",3104
"MiFish.0222.4Pad.Up11.2.1","Perca flavescens",32923
"MiFish.0222.4Pad.Up11.2.1","Cottus asper",35330
"MiFish.0222.4Pad.Up11.2.1","Lepomis gibbosus",49681
"MiFish.0222.4Pad.Up11.2.1","Oncorhynchus mykiss",8519
"MiFish.0222.4Pad.Up11.2.1","Phalacrocorax auritus",218
"MiFish.0222.4Pad.Up5.1.1","Oncorhynchus clarkii",1941
"MiFish.0222.4Pad.Up5.1.1","Perca flavescens",61827
"MiFish.0222.4Pad.Up5.1.1","Cottus asper",94417
"MiFish.0222.4Pad.Up5.1.1","Lepomis gibbosus",11906
"MiFish.0222.4Pad.Up5.1.1","Oncorhynchus mykiss",4430
"MiFish.0222.4Pad.Up5.1.1","Turdus migratorius",68
"MiFish.0222.4Pad.Up5.3.1","Oncorhynchus clarkii",163
"MiFish.0222.4Pad.Up5.3.1","Perca flavescens",44286
"MiFish.0222.4Pad.Up5.3.1","Cottus asper",48161
"MiFish.0222.4Pad.Up5.3.1","Lepomis gibbosus",6662
"MiFish.0222.4Pad.Up5.3.1","Oncorhynchus mykiss",7071
"MiFish.0222.4Pad.Up5.3.1","Oncorhynchus nerka",1252
"MiFish.0222.5Sqm.Dn.1.1","Oncorhynchus clarkii",62197
"MiFish.0222.5Sqm.Dn.1.1","Pimephales promelas",112270
"MiFish.0222.5Sqm.Dn.1.1","Lampetra ayresii",6267
"MiFish.0222.5Sqm.Dn.1.1","Oncorhynchus mykiss",7604
"MiFish.0222.5Sqm.Dn.1.1","Bos taurus",12
"MiFish.0222.5Sqm.Dn.1.1","Ameiurus nebulosus",8122
"MiFish.0222.5Sqm.Dn.1.1","Homo sapiens",175
"MiFish.0222.5Sqm.Dn.1.1","Rana catesbeiana",117
"MiFish.0222.5Sqm.Dn.1.1","Lithobates catesbeianus",39
"MiFish.0222.5Sqm.Dn.1.1","Melospiza melodia",5
"MiFish.0222.5Sqm.Up.1.1","Oncorhynchus clarkii",76564
"MiFish.0222.5Sqm.Up.1.1","Pimephales promelas",56612
"MiFish.0222.5Sqm.Up.1.1","Oncorhynchus mykiss",6724
"MiFish.0222.5Sqm.Up.1.1","Bos taurus",7513
"MiFish.0222.5Sqm.Up.1.1","Rana catesbeiana",2777
"MiFish.0222.5Sqm.Up.1.1","Castor canadensis",427
"MiFish.0222.5Sqm.Up.1.1","Lithobates catesbeianus",1291
"MiFish.0222.5Sqm.Up.1.1","Canis latrans",52
"MiFish.0222.4Pad.Up11.1.2","Oncorhynchus clarkii",6412
"MiFish.0222.4Pad.Up11.1.2","Perca flavescens",44861
"MiFish.0222.4Pad.Up11.1.2","Oncorhynchus kisutch",3449
"MiFish.0222.4Pad.Up11.1.2","Cottus asper",69433
"MiFish.0222.4Pad.Up11.1.2","Lepomis gibbosus",8540
"MiFish.0222.4Pad.Up11.1.2","Oncorhynchus mykiss",13910
"MiFish.0222.4Pad.Up11.1.3","Oncorhynchus clarkii",2539
"MiFish.0222.4Pad.Up11.1.3","Perca flavescens",72321
"MiFish.0222.4Pad.Up11.1.3","Oncorhynchus kisutch",2141
"MiFish.0222.4Pad.Up11.1.3","Cottus asper",65403
"MiFish.0222.4Pad.Up11.1.3","Lepomis gibbosus",10537
"MiFish.0222.4Pad.Up11.1.3","Oncorhynchus mykiss",26728
"MiFish.0222.4Pad.Up11.1.3","Bucephala albeola",7
"MiFish.Kangaroo.Run11","Osphranter rufus",236355
"MiFish.Kangaroo.Run11","Macropus giganteus",1417
"MiFish.Kangaroo.Run11","Osphranter robustus",209
"MiFish.0321.4Pad.Up11.1.1","Oncorhynchus kisutch",2779
"MiFish.0321.4Pad.Up11.1.1","Perca flavescens",637
"MiFish.0421.4Pad.Up11.1.1","Lepomis gibbosus",284
"MiFish.0421.4Pad.Up11.2.1","Gobio gobio",209
"MiFish.0421.4Pad.Up11.2.1","Phalacrocorax auritus",53
"MiFish.0421.4Pad.Up5.1.1","Lepomis gibbosus",841
"MiFish.0521.4Pad.Up11.3.1","Oncorhynchus clarkii",3086
"MiFish.0521.4Pad.Up11.3.1","Oncorhynchus mykiss",5375
"MiFish.0521.4Pad.Up11.3.1","Oncorhynchus kisutch",1490
"MiFish.0521.4Pad.Up11.3.1","Cottus asper",3618
"MiFish.0521.4Pad.Up11.3.1","Bos taurus",11
"MiFish.0521.4Pad.Up11.3.1","Perca flavescens",591
"MiFish.0521.4Pad.Up11.3.1","Gasterosteus aculeatus",126
"MiFish.0621.4Pad.Up11.3.1","Oncorhynchus clarkii",686
"MiFish.0621.4Pad.Up11.3.1","Oncorhynchus mykiss",998
"MiFish.0621.4Pad.Up11.3.1","Oncorhynchus kisutch",2479
"MiFish.0621.4Pad.Up11.3.1","Cottus asper",2579
"MiFish.0621.4Pad.Up11.3.1","Bos taurus",11
"MiFish.0621.4Pad.Up11.3.1","Turdus migratorius",68
"MiFish.0621.4Pad.Up11.3.1","Perca flavescens",47
"MiFish.0621.4Pad.Up11.3.1","Sturnus vulgaris",26
"MiFish.0621.5Sqm.Up.3.1","Oncorhynchus mykiss",46
"MiFish.0621.5Sqm.Up.3.1","Bos taurus",487
"MiFish.0621.5Sqm.Up.3.1","Ameiurus nebulosus",8
"MiFish.0621.5Sqm.Up.3.1","Pimephales promelas",266
"MiFish.0621.5Sqm.Up.3.2","Oncorhynchus mykiss",180
"MiFish.0621.5Sqm.Up.3.2","Turdus migratorius",1154
"MiFish.0621.5Sqm.Up.3.2","Ameiurus nebulosus",613
"MiFish.0621.5Sqm.Up.3.2","Bombycilla cedrorum",83
"MiFish.0621.5Sqm.Up.3.2","Canis latrans",11
"MiFish.0621.5Sqm.Up.3.3","Oncorhynchus mykiss",670
"MiFish.0621.5Sqm.Up.3.3","Pimephales promelas",1539
"MiFish.0721.4Pad.Up11.3.1","Turdus migratorius",69
"MiFish.0921.1Prt.Dn.1.1","Oncorhynchus clarkii",17066
"MiFish.0921.1Prt.Dn.1.1","Oncorhynchus kisutch",5564
"MiFish.0921.1Prt.Dn.1.1","Oncorhynchus gorbuscha",827
"MiFish.0921.1Prt.Dn.1.1","Bos taurus",64
"MiFish.0921.1Prt.Dn.1.1","Dicamptodon tenebrosus",10
"MiFish.0921.1Prt.Dn.1.1","Lampetra ayresii",5192
"MiFish.0921.1Prt.Dn.1.1","Turdus migratorius",177
"MiFish.0921.1Prt.Dn.1.1","Homo sapiens",65
"MiFish.0921.1Prt.Dn.1.1","Didelphis virginiana",23
"MiFish.0921.1Prt.Dn.1.1","Procyon lotor",8
"MiFish.0921.1Prt.Dn.3.1","Oncorhynchus clarkii",7369
"MiFish.0921.1Prt.Dn.3.1","Oncorhynchus kisutch",2672
"MiFish.0921.1Prt.Dn.3.1","Oncorhynchus gorbuscha",356
"MiFish.0921.1Prt.Dn.3.1","Lampetra ayresii",1032
"MiFish.0921.1Prt.Dn.3.1","Turdus migratorius",26
"MiFish.0921.1Prt.Dn.3.1","Homo sapiens",3
"MiFish.0921.2Brn.Dn.1.1","Oncorhynchus clarkii",69837
"MiFish.0921.2Brn.Dn.1.1","Oncorhynchus kisutch",45177
"MiFish.0921.2Brn.Dn.1.1","Dicamptodon tenebrosus",28822
"MiFish.0921.2Brn.Dn.1.1","Homo sapiens",10
"MiFish.0921.2Brn.Dn.3.1","Oncorhynchus clarkii",78629
"MiFish.0921.2Brn.Dn.3.1","Oncorhynchus kisutch",34226
"MiFish.0921.2Brn.Dn.3.1","Dicamptodon tenebrosus",21531
"MiFish.0921.2Brn.Dn.3.1","Homo sapiens",71
