"Sample_name","species","totalReads"
"MC3.Even.Amplicon.noGB.1.1","Sturnus vulgaris",231
"MC3.Even.Amplicon.noGB.2.1","Oncorhynchus clarkii",31576
"MC3.Even.Amplicon.noGB.2.1","Oncorhynchus mykiss",637
"MC3.Even.Amplicon.noGB.2.1","Oncorhynchus kisutch",8187
"MC3.Even.Amplicon.noGB.2.1","Oncorhynchus gorbuscha",2424
"MC3.Even.Amplicon.noGB.2.1","Oncorhynchus nerka",736
"MC3.Even.Amplicon.noGB.2.1","Bos taurus",2427
"MC3.Even.Amplicon.noGB.2.1","Cottus marginatus",5069
"MC3.Even.Amplicon.noGB.2.1","Oncorhynchus tshawytscha",1633
"MC3.Even.Amplicon.noGB.2.1","Lampetra ayresii",7665
"MC3.Even.Amplicon.noGB.2.1","Salmo trutta",647
"MC3.Even.Amplicon.noGB.2.1","Turdus migratorius",1611
"MC3.Even.Amplicon.noGB.2.1","Ameiurus nebulosus",71
"MC3.Even.Amplicon.noGB.2.1","Micropterus salmoides",4683
"MC3.Even.Amplicon.noGB.2.1","Pimephales promelas",1274
"MC3.Even.Amplicon.noGB.2.1","Homo sapiens",9
"MC3.Even.Amplicon.noGB.2.1","Ardea herodias",13
"MC3.Even.Amplicon.noGB.2.1","Didelphis virginiana",28
"MC3.Even.Amplicon.noGB.2.1","Poecile atricapillus",22
"MC3.Even.Amplicon.noGB.2.1","Lithobates catesbeianus",9
"MC3.Even.Amplicon.noGB.3.1","Oncorhynchus clarkii",5525
"MC3.Even.Amplicon.noGB.3.1","Oncorhynchus mykiss",4810
"MC3.Even.Amplicon.noGB.3.1","Oncorhynchus kisutch",4198
"MC3.Even.Amplicon.noGB.3.1","Oncorhynchus gorbuscha",906
"MC3.Even.Amplicon.noGB.3.1","Oncorhynchus nerka",338
"MC3.Even.Amplicon.noGB.3.1","Bos taurus",323
"MC3.Even.Amplicon.noGB.3.1","Cottus marginatus",4115
"MC3.Even.Amplicon.noGB.3.1","Oncorhynchus tshawytscha",210
"MC3.Even.Amplicon.noGB.3.1","Lampetra ayresii",1583
"MC3.Even.Amplicon.noGB.3.1","Salmo trutta",807
"MC3.Even.Amplicon.noGB.3.1","Turdus migratorius",172
"MC3.Even.Amplicon.noGB.3.1","Ameiurus nebulosus",68
"MC3.Even.Amplicon.noGB.3.1","Micropterus salmoides",248
"MC3.Even.Amplicon.noGB.3.1","Salvelinus malma",4257
"MC3.Even.Amplicon.noGB.3.1","Pimephales promelas",242
"MC3.Even.Amplicon.noGB.3.1","Anaxyrus boreas",61
"MC3.Even.Amplicon.noGB.3.1","Rana catesbeiana",197
"MC3.Even.Amplicon.noGB.3.1","Ardea herodias",30
"MC3.Even.Amplicon.noGB.3.1","Didelphis virginiana",38
"MC3.Even.Amplicon.noGB.3.1","Bombycilla cedrorum",12
"MC3.Even.Amplicon.GB.1.1","Oncorhynchus clarkii",1629
"MC3.Even.Amplicon.GB.1.1","Oncorhynchus mykiss",1438
"MC3.Even.Amplicon.GB.1.1","Oncorhynchus kisutch",1293
"MC3.Even.Amplicon.GB.1.1","Oncorhynchus gorbuscha",189
"MC3.Even.Amplicon.GB.1.1","Oncorhynchus nerka",495
"MC3.Even.Amplicon.GB.1.1","Bos taurus",45
"MC3.Even.Amplicon.GB.1.1","Cottus marginatus",941
"MC3.Even.Amplicon.GB.1.1","Oncorhynchus tshawytscha",2375
"MC3.Even.Amplicon.GB.1.1","Lampetra ayresii",291
"MC3.Even.Amplicon.GB.1.1","Salmo trutta",1682
"MC3.Even.Amplicon.GB.1.1","Turdus migratorius",19
"MC3.Even.Amplicon.GB.1.1","Micropterus salmoides",311
"MC3.Even.Amplicon.GB.1.1","Pimephales promelas",37
"MC3.Even.Amplicon.GB.1.1","Novumbra hubbsi",1586
"MC3.Even.Amplicon.GB.1.1","Anaxyrus boreas",15
"MC3.Even.Amplicon.GB.1.1","Didelphis virginiana",7
"MC3.Even.Amplicon.GB.1.1","Mammuthus primigenius",10
"MC3.Even.Amplicon.GB.2.1","Oncorhynchus clarkii",8073
"MC3.Even.Amplicon.GB.2.1","Oncorhynchus mykiss",17398
"MC3.Even.Amplicon.GB.2.1","Oncorhynchus kisutch",805
"MC3.Even.Amplicon.GB.2.1","Oncorhynchus gorbuscha",1679
"MC3.Even.Amplicon.GB.2.1","Cottus asper",230
"MC3.Even.Amplicon.GB.2.1","Oncorhynchus nerka",1059
"MC3.Even.Amplicon.GB.2.1","Cottus marginatus",5893
"MC3.Even.Amplicon.GB.2.1","Oncorhynchus tshawytscha",1812
"MC3.Even.Amplicon.GB.2.1","Salmo trutta",1542
"MC3.Even.Amplicon.GB.2.1","Gasterosteus aculeatus",55149
"MC3.Even.Amplicon.GB.2.1","Micropterus salmoides",3450
"MC3.Even.Amplicon.GB.2.1","Lepomis gibbosus",477
"MC3.Even.Amplicon.GB.2.1","Homo sapiens",54
"MC3.Even.Amplicon.GB.2.1","Anaxyrus boreas",370
"MC3.Even.Amplicon.GB.2.1","Ardea herodias",13
"MC3.Even.Amplicon.GB.2.1","Didelphis virginiana",88
"MC3.Even.Amplicon.GB.2.1","Mammuthus primigenius",87
"MC3.Even.Amplicon.GB.3.1","Oncorhynchus clarkii",5304
"MC3.Even.Amplicon.GB.3.1","Oncorhynchus mykiss",12693
"MC3.Even.Amplicon.GB.3.1","Oncorhynchus kisutch",2281
"MC3.Even.Amplicon.GB.3.1","Oncorhynchus gorbuscha",1664
"MC3.Even.Amplicon.GB.3.1","Cottus asper",900
"MC3.Even.Amplicon.GB.3.1","Oncorhynchus nerka",733
"MC3.Even.Amplicon.GB.3.1","Cottus marginatus",1947
"MC3.Even.Amplicon.GB.3.1","Oncorhynchus tshawytscha",725
"MC3.Even.Amplicon.GB.3.1","Salmo trutta",3002
"MC3.Even.Amplicon.GB.3.1","Turdus migratorius",55
"MC3.Even.Amplicon.GB.3.1","Perca flavescens",96
"MC3.Even.Amplicon.GB.3.1","Micropterus salmoides",135
"MC3.Even.Amplicon.GB.3.1","Salvelinus malma",7580
"MC3.Even.Amplicon.GB.3.1","Anaxyrus boreas",577
"MC3.Even.Amplicon.GB.3.1","Rana catesbeiana",66
"MC3.Even.Amplicon.GB.3.1","Ardea herodias",33
"MC3.Even.Amplicon.GB.3.1","Didelphis virginiana",113
"MC3.Even.Amplicon.GB.3.1","Mammuthus primigenius",137
"MC3.Skew.Amplicon.noGB.1.1","Oncorhynchus clarkii",3589
"MC3.Skew.Amplicon.noGB.1.1","Oncorhynchus mykiss",20024
"MC3.Skew.Amplicon.noGB.1.1","Oncorhynchus kisutch",22411
"MC3.Skew.Amplicon.noGB.1.1","Cottus asper",2631
"MC3.Skew.Amplicon.noGB.1.1","Turdus migratorius",102
"MC3.Skew.Amplicon.noGB.1.1","Perca flavescens",57
"MC3.Skew.Amplicon.noGB.1.1","Rattus rattus",83
"MC3.Skew.Amplicon.noGB.2.1","Oncorhynchus clarkii",25832
"MC3.Skew.Amplicon.noGB.2.1","Oncorhynchus mykiss",3244
"MC3.Skew.Amplicon.noGB.2.1","Oncorhynchus kisutch",8625
"MC3.Skew.Amplicon.noGB.2.1","Oncorhynchus gorbuscha",14249
"MC3.Skew.Amplicon.noGB.2.1","Bos taurus",85
"MC3.Skew.Amplicon.noGB.2.1","Dicamptodon tenebrosus",8
"MC3.Skew.Amplicon.noGB.2.1","Oncorhynchus tshawytscha",1137
"MC3.Skew.Amplicon.noGB.2.1","Lampetra ayresii",8199
"MC3.Skew.Amplicon.noGB.2.1","Turdus migratorius",242
"MC3.Skew.Amplicon.noGB.2.1","Homo sapiens",104
"MC3.Skew.Amplicon.noGB.2.1","Didelphis virginiana",34
"MC3.Skew.Amplicon.noGB.2.1","Procyon lotor",6
"MC3.Skew.Amplicon.noGB.3.1","Oncorhynchus clarkii",49080
"MC3.Skew.Amplicon.noGB.3.1","Oncorhynchus kisutch",17391
"MC3.Skew.Amplicon.noGB.3.1","Oncorhynchus gorbuscha",2190
"MC3.Skew.Amplicon.noGB.3.1","Oncorhynchus nerka",86
"MC3.Skew.Amplicon.noGB.3.1","Lampetra ayresii",7353
"MC3.Skew.Amplicon.noGB.3.1","Turdus migratorius",188
"MC3.Skew.Amplicon.noGB.3.1","Homo sapiens",22
"MC3.Skew.Amplicon.noGB.3.1","Sus scrofa",2
